Market:;XETR
Date Last Update:;16.02.2026
Product Status;Instrument Status;Instrument;ISIN;Product ID;Instrument ID;WKN;Mnemonic;MIC Code;CCP eligible Code;Trading Model Type;Product Assignment Group;Product Assignment Group Description;Designated Sponsor Member ID;Designated Sponsor;Price Range Value;Price Range Percentage;Minimum Quote Size;Instrument Type;Tick Size 1;Upper Price Limit Max;Tick Size 2;Upper Price Limit 2;Tick Size 3;Upper Price Limit 3;Tick Size 4;Upper Price Limit 4;Tick Size 5;Upper Price Limit 5;Tick Size 6;Upper Price Limit 6;Tick Size 7;Upper Price Limit 7;Tick Size 8;Upper Price Limit 8;Tick Size 9;Upper Price Limit 9;Tick Size 10;Upper Price Limit 10;Tick Size 11;Upper Price Limit 11;Tick Size 12;Upper Price Limit 12;Tick Size 13;Upper Price Limit 13;Tick Size 14;Upper Price Limit 14;Tick Size 15;Upper Price Limit 15;Tick Size 16;Upper Price Limit 16;Tick Size 17;Upper Price Limit 17;Tick Size 18;Upper Price Limit 18;Tick Size 19;Upper Price Limit 19;Tick Size 20;Upper Price Limit 20;Number of Decimal Digits;Unit of Quotation;Market Segment;Market Segment Supplement;Clearing Location;Primary Market MIC Code;Reporting Market;Settlement Period;Settlement Currency;Closed Book Indicator;Market Imbalance Indicator;CUM/EX Indicator;Minimum Iceberg Total Volume;Minimum Iceberg Display Volume;EMDI Incremental A - Unnetted;EMDI Incremental A - Unnetted Port;EMDI Incremental B - Unnetted;EMDI Incremental B - Unnetted Port;EMDI Snapshot A - Unnetted;EMDI Snapshot A - Unnetted Port;EMDI Snapshot B - Unnetted;EMDI Snapshot B - Unnetted Port;EMDI Market Depth - Unnetted;EMDI Snapshot Recovery Time Interval - Unnetted;MDI Address A - Netted;MDI Port A - Netted;MDI Address B - Netted;MDI Port B - Netted;MDI Market Depth - Netted;MDI Market Depth Time Interval - Netted;MDI Recovery Time Interval - Netted;EOBI Incremental A;EOBI Incremental Port A;EOBI Incremental B;EOBI Incremental Port B;EOBI Snapshot A;EOBI Snapshot Port A;EOBI Snapshot B;EOBI Snapshot Port B;Market Maker Member ID;Market Maker;Regulatory Liquid Instrument;Pre-trade LIS Value;Partition ID;Multi CCP-eligible;Tick Size Band;Security Sub Type;Issue Date;Underlying;Maturity Date;Flat Indicator;Coupon Rate;Previous Coupon Payment Date;Next Coupon Payment Date;Pool Factor;Indexation Coefficient;Accrued Interest Calculation Method;Country Of Issue;Minimum Tradable Unit;In-Subscription;Strike Price;Minimum Order Quantity;Off-Book Reporting Market;Instrument Auction Type;Specialist Member ID;Specialist;Liquidity Provider User Group;Specialist User Group;Quoting Period Start;Quoting Period End;Currency;Warrant Type;First Trading Date;Last Trading Date;Deposit Type;Single Sided Quote Support;Liquidity Class;Cover Indicator;VolatilityCorridorOpeningAuction;VolatilityCorridorIntradayAuction;VolatilityCorridorClosingAuction;VolatilityCorridorContinuous;DisableOnBookTrading;Maximum Order Quantity;Maximum Order Value;Security Classification Value;MidpointTrading;Midpoint Execution VenueID;FixedAbsVolaInterruptionLimit;FloatAbsVolaInterruptionLimit;FixedPctVolaInterruptionLimit;FloatPctVolaInterruptionLimit;Cross Match Instruction Default;VolatilityCorridorRetailAuction
Active;Active;TONKENS AGRAR AG;DE000A1EMHE0;52376;2504469;000A1EMHE;GTK;XETR;Y;Continuous;GER0;DEUTSCHLAND;DELFR*SEYFR#;ABN AMRO Bank N.V.*ODDO BHF SE#;0.32;;827;CS;0.0005;0.1;0.001;0.2;0.002;0.5;0.005;1;0.01;2;0.02;5;0.05;10;0.1;20;0.2;50;0.5;100;1;200;2;500;5;1000;10;2000;20;5000;50;10000;100;20000;200;50000;500;9999999999.9999;;;4;Shares;003;;BOCCP;XDUS;XETB;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;500;20000;224.0.160.153;59001;224.0.162.153;59001;224.0.160.152;59000;224.0.162.152;59000;;;N;15000.00000000;55;Y;ESMA_LB1;;;;;;;;;;;;;;N;;1;XETV;;;;;;;;EUR;;2020-04-01;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;3;;;;;;N;7272727;44000000;1;1;XEMB;0.3;0.2;0;0;2;
Active;Active;FORMYCON AG;DE000A1EWVY8;52377;2504470;000A1EWVY;FYB;XETR;Y;Continuous;GER0;DEUTSCHLAND;SEYFR#;ODDO BHF SE#;;3;327;CS;0.0001;0.1;0.0002;0.2;0.0005;0.5;0.001;1;0.002;2;0.005;5;0.01;10;0.02;20;0.05;50;0.1;100;0.2;200;0.5;500;1;1000;2;2000;5;5000;10;10000;20;20000;50;50000;100;9999999999.9999;;;4;Shares;045;;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;500;20000;224.0.160.153;59001;224.0.162.153;59001;224.0.160.152;59000;224.0.162.152;59000;JSNZI#BALFR#OPXAM;Jane Street Netherlands B.V#BAADER BANK AG#OPTIVER V.O.F.;N;100000.00000000;55;Y;ESMA_LB3;;;;;;;;;;;;;;N;;1;XETU;;;;;;;;EUR;;2024-11-12;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;2;;;;;;N;1864406;44000000;1;1;XEMA;0;0;5;2.4;2;
Active;Active;ADIDAS AG NA O.N.;DE000A1EWWW0;52378;2504471;000A1EWWW;ADS;XETR;Y;Continuous;DAX1;DAX;;;;2;66;CS;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0002;1;0.0005;2;0.001;5;0.002;10;0.005;20;0.01;50;0.02;100;0.05;200;0.1;500;0.2;1000;0.5;2000;1;5000;2;10000;5;20000;10;50000;20;9999999999.9999;;;4;Shares;045;;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.3;59001;224.0.162.3;59001;224.0.160.2;59000;224.0.162.2;59000;10;120000;224.0.161.17;59000;224.0.163.17;59000;10;500;20000;224.0.160.133;59001;224.0.162.133;59001;224.0.160.132;59000;224.0.162.132;59000;JSNZI#DRWAM#TRCAM#HREDB#JUMAM#CITDB#BNAPA#SOGFR#SISDB#BALFR#WEBAM#MSTDU#OPXAM;Jane Street Netherlands B.V#DRW Europe B.V.#Tower Research Capital Europe B.V.#HRTEU Limited#Jump Trading Europe B.V.#Citadel Securities GCS (Ireland) Limited#BNP PARIBAS ARBITRAGE SNC#SOCIETE GENERALE S.A. FRANKFURT#SUSQUEHANNA INTERNATIONAL SECURITIES#BAADER BANK AG#WEBB TRADERS BV#FINOVESTA GMBH#OPTIVER V.O.F.;Y;650000.00000000;51;Y;ESMA_LB5;;;;;;;;;;;;;;N;;1;XETU;;;;;;;;EUR;;2010-10-11;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;4;;;;;;N;1439270;221000000;1;1;XEMA;0;0;3;1.3;2;
Active;Active;CLEARVISE AG INH O.N.;DE000A1EWXA4;396612;6667429;000A1EWXA;ABO;XETR;Y;Continuous;GER0;DEUTSCHLAND;BKMFR*ACAMU#;BankM AG*JFD Bank AG#;;10;2000;CS;0.0005;0.1;0.001;0.2;0.002;0.5;0.005;1;0.01;2;0.02;5;0.05;10;0.1;20;0.2;50;0.5;100;1;200;2;500;5;1000;10;2000;20;5000;50;10000;100;20000;200;50000;500;9999999999.9999;;;4;Shares;003;;BOCCP;XMUN;XETB;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.16;59000;224.0.163.16;59000;10;500;20000;224.0.160.153;59001;224.0.162.153;59001;224.0.160.152;59000;224.0.162.152;59000;BALFR;BAADER BANK AG;N;60000.00000000;55;Y;ESMA_LB1;;;;;;;;;;;;;;N;;1;XETV;;;;;;;;EUR;;2021-08-02;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;3;;;;;;N;30769230;44000000;1;1;XEMB;0;0;7.5;5;2;
Active;Active;NORMA GROUP SE NA O.N.;DE000A1H8BV3;52381;2504474;000A1H8BV;NOEJ;XETR;Y;Continuous;SDX1;SDAX;BALFR#;BAADER BANK AG#;;2;627;CS;0.0001;0.1;0.0002;0.2;0.0005;0.5;0.001;1;0.002;2;0.005;5;0.01;10;0.02;20;0.05;50;0.1;100;0.2;200;0.5;500;1;1000;2;2000;5;5000;10;10000;20;20000;50;50000;100;9999999999.9999;;;4;Shares;045;;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;500;20000;224.0.160.151;59001;224.0.162.151;59001;224.0.160.150;59000;224.0.162.150;59000;JSNZI#HREDB#CITDB#SISDB#OPXAM;Jane Street Netherlands B.V#HRTEU Limited#Citadel Securities GCS (Ireland) Limited#SUSQUEHANNA INTERNATIONAL SECURITIES#OPTIVER V.O.F.;Y;200000.00000000;55;Y;ESMA_LB3;;;;;;;;;;;;;;N;;1;XETU;;;;;;;;EUR;;2011-04-08;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;1;;;;;;N;2726146;44000000;1;0;XEMA;0;0;5;2;2;
Active;Active;GESCO SE NA O.N.;DE000A1K0201;52400;2504493;000A1K020;GSC1;XETR;Y;Continuous;GER0;DEUTSCHLAND;PASOS#BALFR#;Pareto Securities AS#BAADER BANK AG#;;3;492;CS;0.0002;0.1;0.0005;0.2;0.001;0.5;0.002;1;0.005;2;0.01;5;0.02;10;0.05;20;0.1;50;0.2;100;0.5;200;1;500;2;1000;5;2000;10;5000;20;10000;50;20000;100;50000;200;9999999999.9999;;;4;Shares;045;;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;500;20000;224.0.160.153;59001;224.0.162.153;59001;224.0.160.152;59000;224.0.162.152;59000;JSNZI;Jane Street Netherlands B.V;N;60000.00000000;55;Y;ESMA_LB2;;;;;;;;;;;;;;N;;1;XETU;;;;;;;;EUR;;2011-10-10;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;2;;;;;;N;2875816;44000000;1;1;XEMA;0;0;5;2.3;2;
Active;Active;SUSS MICROTEC SE NA O.N.;DE000A1K0235;52402;2504495;000A1K023;SMHN;XETR;Y;Continuous;SDX1;SDAX;DELFR*SEYFR#;ABN AMRO Bank N.V.*ODDO BHF SE#;;2;216;CS;0.0001;0.1;0.0001;0.2;0.0002;0.5;0.0005;1;0.001;2;0.002;5;0.005;10;0.01;20;0.02;50;0.05;100;0.1;200;0.2;500;0.5;1000;1;2000;2;5000;5;10000;10;20000;20;50000;50;9999999999.9999;;;4;Shares;045;;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;500;20000;224.0.160.151;59001;224.0.162.151;59001;224.0.160.150;59000;224.0.162.150;59000;JSNZI#CITDB#SISDB#BALFR#OPXAM;Jane Street Netherlands B.V#Citadel Securities GCS (Ireland) Limited#SUSQUEHANNA INTERNATIONAL SECURITIES#BAADER BANK AG#OPTIVER V.O.F.;Y;300000.00000000;55;Y;ESMA_LB4;;;;;;;;;;;;;;N;;1;XETU;;;;;;;;EUR;;2011-09-12;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;4;;;;;;N;3172533;146000000;1;1;XEMA;0;0;5;3;2;
Active;Active;VONOVIA SE NA O.N.;DE000A1ML7J1;52408;2504501;000A1ML7J;VNA;XETR;Y;Continuous;DAX1;DAX;MSEFR#;Morgan Stanley Europe SE#;;2;404;CS;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0002;1;0.0005;2;0.001;5;0.002;10;0.005;20;0.01;50;0.02;100;0.05;200;0.1;500;0.2;1000;0.5;2000;1;5000;2;10000;5;20000;10;50000;20;9999999999.9999;;;4;Shares;045;;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.3;59001;224.0.162.3;59001;224.0.160.2;59000;224.0.162.2;59000;10;120000;224.0.161.17;59000;224.0.163.17;59000;10;500;20000;224.0.160.139;59001;224.0.162.139;59001;224.0.160.138;59000;224.0.162.138;59000;JSNZI#DRWAM#TRCAM#HREDB#JUMAM#CITDB#BNAPA#SOGFR#SISDB#BALFR#WEBAM#MSTDU#OPXAM;Jane Street Netherlands B.V#DRW Europe B.V.#Tower Research Capital Europe B.V.#HRTEU Limited#Jump Trading Europe B.V.#Citadel Securities GCS (Ireland) Limited#BNP PARIBAS ARBITRAGE SNC#SOCIETE GENERALE S.A. FRANKFURT#SUSQUEHANNA INTERNATIONAL SECURITIES#BAADER BANK AG#WEBB TRADERS BV#FINOVESTA GMBH#OPTIVER V.O.F.;Y;650000.00000000;54;Y;ESMA_LB5;;;;;;;;;;;;;;N;;1;XETU;;;;;;;;EUR;;2013-07-11;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;4;;;;;;N;8396656;221000000;1;1;XEMA;0;0;3;1;2;
Active;Active;MEDIOS AG  O.N.;DE000A1MMCC8;52409;2504502;000A1MMCC;ILM1;XETR;Y;Continuous;SDX1;SDAX;SEYFR#;ODDO BHF SE#;;2;614;CS;0.0001;0.1;0.0002;0.2;0.0005;0.5;0.001;1;0.002;2;0.005;5;0.01;10;0.02;20;0.05;50;0.1;100;0.2;200;0.5;500;1;1000;2;2000;5;5000;10;10000;20;20000;50;50000;100;9999999999.9999;;;4;Shares;045;;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;500;20000;224.0.160.151;59001;224.0.162.151;59001;224.0.160.150;59000;224.0.162.150;59000;JSNZI#CITZI#BALFR#OPXAM;Jane Street Netherlands B.V#Citadel Securities GCS (Ireland) Limited#BAADER BANK AG#OPTIVER V.O.F.;Y;200000.00000000;55;Y;ESMA_LB3;;;;;;;;;;;;;;N;;1;XETU;;;;;;;;EUR;;2020-06-02;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;1;;;;;;N;2615933;44000000;1;1;XEMA;0;0;5;2.3;2;
Active;Active;NETFONDS AG  VNA O.N.;DE000A1MME74;76405;3439220;000A1MME7;NF4;XETR;Y;Continuous;GER0;DEUTSCHLAND;MWBMU#;MWB FAIRTRADE WERTPAPIERHANDELSBANK AG#;;4;111;CS;0.0005;0.1;0.001;0.2;0.002;0.5;0.005;1;0.01;2;0.02;5;0.05;10;0.1;20;0.2;50;0.5;100;1;200;2;500;5;1000;10;2000;20;5000;50;10000;100;20000;200;50000;500;9999999999.9999;;;4;Shares;003;;BOCCP;XMUN;XETB;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;500;20000;224.0.160.153;59001;224.0.162.153;59001;224.0.160.152;59000;224.0.162.152;59000;BALFR;BAADER BANK AG;N;15000.00000000;55;Y;ESMA_LB1;;;;;;;;;;;;;;N;;1;XETV;;;;;;;;EUR;;2018-09-14;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;3;;;;;;N;973451;44000000;1;1;XEMB;0;0;5;2.5;2;
Active;Active;THE PAYM.GR.HLDG KG NA ON;DE000A1MMEV4;52412;2504505;000A1MMEV;PGH;XETR;Y;Continuous;GER0;DEUTSCHLAND;MWBMU#;MWB FAIRTRADE WERTPAPIERHANDELSBANK AG#;0.1;;2000;CS;0.0005;0.1;0.001;0.2;0.002;0.5;0.005;1;0.01;2;0.02;5;0.05;10;0.1;20;0.2;50;0.5;100;1;200;2;500;5;1000;10;2000;20;5000;50;10000;100;20000;200;50000;500;9999999999.9999;;;4;Shares;055;;BOCCP;XFRA;XETS;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;500;20000;224.0.160.153;59001;224.0.162.153;59001;224.0.160.152;59000;224.0.162.152;59000;;;N;15000.00000000;55;Y;ESMA_LB1;;;;;;;;;;;;;;N;;1;XETW;;;;;;;;EUR;;2017-03-01;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;3;;;;;;N;145695364;44000000;1;0;;0.075;0.05;0;0;2;
Active;Active;R. STAHL AG NA O.N.;DE000A1PHBB5;52418;2504511;000A1PHBB;RSL2;XETR;Y;Continuous;GER0;DEUTSCHLAND;MWBMU#;MWB FAIRTRADE WERTPAPIERHANDELSBANK AG#;;4;341;CS;0.0005;0.1;0.001;0.2;0.002;0.5;0.005;1;0.01;2;0.02;5;0.05;10;0.1;20;0.2;50;0.5;100;1;200;2;500;5;1000;10;2000;20;5000;50;10000;100;20000;200;50000;500;9999999999.9999;;;4;Shares;045;;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;500;20000;224.0.160.153;59001;224.0.162.153;59001;224.0.160.152;59000;224.0.162.152;59000;;;N;15000.00000000;55;Y;ESMA_LB1;;;;;;;;;;;;;;N;;1;XETU;;;;;;;;EUR;;2012-08-20;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;3;;;;;;N;3034482;44000000;1;1;XEMA;0;0;5;2.5;2;
Active;Active;HUGO BOSS AG NA O.N.;DE000A1PHFF7;52419;2504512;000A1PHFF;BOSS;XETR;Y;Continuous;MDX1;MDAX;;;;2;278;CS;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0002;1;0.0005;2;0.001;5;0.002;10;0.005;20;0.01;50;0.02;100;0.05;200;0.1;500;0.2;1000;0.5;2000;1;5000;2;10000;5;20000;10;50000;20;9999999999.9999;;;4;Shares;045;;BOCCP;XSTU;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;500;20000;224.0.160.155;59001;224.0.162.155;59001;224.0.160.154;59000;224.0.162.154;59000;JSNZI#DRWAM#TRCAM#HREDB#JUMAM#CITDB#SISDB#BALFR#OPXAM;Jane Street Netherlands B.V#DRW Europe B.V.#Tower Research Capital Europe B.V.#HRTEU Limited#Jump Trading Europe B.V.#Citadel Securities GCS (Ireland) Limited#SUSQUEHANNA INTERNATIONAL SECURITIES#BAADER BANK AG#OPTIVER V.O.F.;Y;500000.00000000;55;Y;ESMA_LB5;;;;;;;;;;;;;;N;;1;XETU;;;;;;;;EUR;;2012-06-18;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;4;;;;;;N;6044857;221000000;1;0;XEMA;0;0;5;1.3;2;
Active;Active;RCM BETEILIGUNGS NA. O.N.;DE000A1RFMY4;52420;2504513;000A1RFMY;RCMN;XETR;Y;Continuous;GER0;DEUTSCHLAND;ICFFR#;ICF BANK AG WERTPAPIERHANDELSBANK#;;10;2000;CS;0.0005;0.1;0.001;0.2;0.002;0.5;0.005;1;0.01;2;0.02;5;0.05;10;0.1;20;0.2;50;0.5;100;1;200;2;500;5;1000;10;2000;20;5000;50;10000;100;20000;200;50000;500;9999999999.9999;;;4;Shares;054;;BOCCP;XFRA;XETB;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;500;20000;224.0.160.153;59001;224.0.162.153;59001;224.0.160.152;59000;224.0.162.152;59000;;;N;15000.00000000;55;Y;ESMA_LB1;;;;;;;;;;;;;;N;;1;XETV;;;;;;;;EUR;;2023-12-01;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;3;;;;;;N;36065573;44000000;1;1;XEMB;0;0;7.5;5;2;
Active;Active;SM WIRTSCHAFTSBER.NA.O.N.;DE000A1RFMZ1;52421;2504514;000A1RFMZ;SMWN;XETR;Y;Continuous;GER0;DEUTSCHLAND;ICFFR#;ICF BANK AG WERTPAPIERHANDELSBANK#;0.32;;935;CS;0.0005;0.1;0.001;0.2;0.002;0.5;0.005;1;0.01;2;0.02;5;0.05;10;0.1;20;0.2;50;0.5;100;1;200;2;500;5;1000;10;2000;20;5000;50;10000;100;20000;200;50000;500;9999999999.9999;;;4;Shares;054;;BOCCP;XSTU;XETB;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;500;20000;224.0.160.153;59001;224.0.162.153;59001;224.0.160.152;59000;224.0.162.152;59000;;;N;15000.00000000;55;Y;ESMA_LB1;;;;;;;;;;;;;;N;;1;XETV;;;;;;;;EUR;;2017-03-01;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;3;;;;;;N;8301886;44000000;1;1;XEMB;0.3;0.2;0;0;2;
Active;Active;A.S.CREATION TAPETEN NA;DE000A1TNNN5;52425;2504518;000A1TNNN;ACWN;XETR;Y;Continuous;GER0;DEUTSCHLAND;ICFFR#;ICF BANK AG WERTPAPIERHANDELSBANK#;0.32;;667;CS;0.0005;0.1;0.001;0.2;0.002;0.5;0.005;1;0.01;2;0.02;5;0.05;10;0.1;20;0.2;50;0.5;100;1;200;2;500;5;1000;10;2000;20;5000;50;10000;100;20000;200;50000;500;9999999999.9999;;;4;Shares;046;;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;500;20000;224.0.160.153;59001;224.0.162.153;59001;224.0.160.152;59000;224.0.162.152;59000;;;N;15000.00000000;55;Y;ESMA_LB1;;;;;;;;;;;;;;N;;1;XETU;;;;;;;;EUR;;2021-05-13;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;3;;;;;;N;5751633;44000000;1;1;XEMA;0.3;0.2;0;0;2;
Active;Active;STS GROUP AG  O.N.;DE000A1TNU68;76015;3227087;000A1TNU6;SF3;XETR;Y;Continuous;GER0;DEUTSCHLAND;MWBMU#;MWB FAIRTRADE WERTPAPIERHANDELSBANK AG#;;10;1613;CS;0.0005;0.1;0.001;0.2;0.002;0.5;0.005;1;0.01;2;0.02;5;0.05;10;0.1;20;0.2;50;0.5;100;1;200;2;500;5;1000;10;2000;20;5000;50;10000;100;20000;200;50000;500;9999999999.9999;;;4;Shares;046;;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;500;20000;224.0.160.153;59001;224.0.162.153;59001;224.0.160.152;59000;224.0.162.152;59000;BALFR;BAADER BANK AG;N;15000.00000000;55;Y;ESMA_LB1;;;;;;;;;;;;;;N;;1;XETU;;;;;;;;EUR;;2020-09-03;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;3;;;;;;N;13750000;44000000;1;1;XEMA;0;0;7.5;5;2;
Active;Active;DT.BETEILIG.AG   NA O.N.;DE000A1TNUT7;52426;2504519;000A1TNUT;DBAN;XETR;Y;Continuous;SDX1;SDAX;MWBMU#DELFR*SEYFR#;MWB FAIRTRADE WERTPAPIERHANDELSBANK AG#ABN AMRO Bank N.V.*ODDO BHF SE#;;2;400;CS;0.0001;0.1;0.0002;0.2;0.0005;0.5;0.001;1;0.002;2;0.005;5;0.01;10;0.02;20;0.05;50;0.1;100;0.2;200;0.5;500;1;1000;2;2000;5;5000;10;10000;20;20000;50;50000;100;9999999999.9999;;;4;Shares;045;;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;500;20000;224.0.160.151;59001;224.0.162.151;59001;224.0.160.150;59000;224.0.162.150;59000;JSNZI#SISDB#BALFR#OPXAM;Jane Street Netherlands B.V#SUSQUEHANNA INTERNATIONAL SECURITIES#BAADER BANK AG#OPTIVER V.O.F.;N;100000.00000000;55;Y;ESMA_LB3;;;;;;;;;;;;;;N;;1;XETU;;;;;;;;EUR;;2013-07-01;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;1;;;;;;N;1739130;44000000;1;1;XEMA;0;0;5;1.25;2;
Active;Active;BITCOIN GROUP SE  O.N.;DE000A1TNV91;52427;2504520;000A1TNV9;ADE;XETR;Y;Continuous;GER0;DEUTSCHLAND;BKMFR*ACAMU#;BankM AG*JFD Bank AG#;;2;354;CS;0.0001;0.1;0.0001;0.2;0.0002;0.5;0.0005;1;0.001;2;0.002;5;0.005;10;0.01;20;0.02;50;0.05;100;0.1;200;0.2;500;0.5;1000;1;2000;2;5000;5;10000;10;20000;20;50000;50;9999999999.9999;;;4;Shares;003;;BOCCP;XDUS;XETB;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;500;20000;224.0.160.153;59001;224.0.162.153;59001;224.0.160.152;59000;224.0.162.152;59000;JSNZI#CITZI#SISDB#BALFR;Jane Street Netherlands B.V#Citadel Securities GCS (Ireland) Limited#SUSQUEHANNA INTERNATIONAL SECURITIES#BAADER BANK AG;Y;300000.00000000;55;Y;ESMA_LB4;;;;;;;;;;;;;;N;;1;XETV;;;;;;;;EUR;;2016-10-04;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;1;;;;;;N;5177304;146000000;1;1;XEMB;0;0;5.85;3.9;2;
Active;Active;MPC MUENCH.PET.CAP.;DE000A1TNWJ4;52428;2504521;000A1TNWJ;MPCK;XETR;Y;Continuous;GER0;DEUTSCHLAND;PASOS#;Pareto Securities AS#;0.32;;1007;CS;0.0002;0.1;0.0005;0.2;0.001;0.5;0.002;1;0.005;2;0.01;5;0.02;10;0.05;20;0.1;50;0.2;100;0.5;200;1;500;2;1000;5;2000;10;5000;20;10000;50;20000;100;50000;200;9999999999.9999;;;4;Shares;055;;BOCCP;XFRA;XETS;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;500;20000;224.0.160.153;59001;224.0.162.153;59001;224.0.160.152;59000;224.0.162.152;59000;JSNZI;Jane Street Netherlands B.V;N;60000.00000000;55;Y;ESMA_LB2;;;;;;;;;;;;;;N;;1;XETW;;;;;;;;EUR;;2017-03-01;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;3;;;;;;N;8853118;44000000;1;0;;0.3;0.2;0;0;2;
